run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,EDINBURGH,RYANAIR UK LTD,D,S,31,0,0,3.225806,35.483871,25.806452,9.677419,9.677419,9.677419,0.0,6.451613,0.0,0.0,0.0,33.0,0,0.0,
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,GLASGOW,EASYJET UK LTD,D,S,71,0,1,0.0,55.555556,23.611111,9.722222,5.555556,1.388889,2.777778,0.0,0.0,0.0,1.388889,12.0,77,92.207792,5.0
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,ISLE OF MAN,EASYJET UK LTD,D,S,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10,100.0,2.0
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,JERSEY,EASYJET UK LTD,D,S,2,0,0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,LEEDS BRADFORD,EASYJET UK LTD,D,S,11,0,1,0.0,83.333333,0.0,8.333333,0.0,0.0,0.0,0.0,0.0,0.0,8.333333,3.0,15,80.0,10.0
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,LIVERPOOL (JOHN LENNON),EASYJET UK LTD,D,S,109,0,0,0.0,59.633028,19.266055,8.256881,3.669725,5.504587,2.752294,0.917431,0.0,0.0,0.0,16.0,88,85.227273,7.0
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,GATWICK,EASYJET UK LTD,D,S,100,0,1,0.0,54.455446,23.762376,11.881188,5.940594,0.990099,0.990099,0.990099,0.0,0.0,0.990099,12.0,134,87.313433,6.0
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,LUTON,EASYJET UK LTD,D,S,78,0,1,0.0,40.506329,26.582278,15.189873,12.658228,3.797468,0.0,0.0,0.0,0.0,1.265823,13.0,104,85.576923,9.0
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,STANSTED,EASYJET UK LTD,D,S,67,0,0,0.0,61.19403,19.402985,2.985075,11.940299,2.985075,1.492537,0.0,0.0,0.0,0.0,11.0,93,90.322581,5.0
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,STANSTED,RYANAIR UK LTD,D,S,64,0,0,0.0,62.5,25.0,4.6875,3.125,1.5625,3.125,0.0,0.0,0.0,0.0,10.0,0,0.0,
